Date,Stock,Sector,Country,Employess,Float,Io,Short_ratio,Prev_close,premarket_high,premarket_time_high,premarket_vol_high,premarket_vol_cum_high,premarket_low,premarket_time_low,premarket_volume,Open_price,firsthour_high,firsthour_high_time,firsthour_vol_high,firsthour_vol_cum_high,firsthour_low,firsthour_low_time,firsthour_vol_low,firsthour_vol_cum_low,firsthour_volume,morning_high,morning_high_time,morning_vol_high,morning_vol_cum_high,morning_low,morning_low_time,morning_vol_low,morning_vol_cum_low,morning_volume,middle_high,middle_high_time,middle_vol_high,middle_vol_cum_high,middle_low,middle_low_time,middle_vol_low,middle_vol_cum_low,middle_volume,afternoon_high,afternoon_high_time,afternoon_vol_high,afternoon_vol_cum_high,afternoon_low,afternoon_low_time,afternoon_vol_low,afternoon_vol_cum_low,afternoon_volume,market_high,market_high_time,market_vol_high,market_vol_cum_high,market_low,market_low_time,market_vol_low,market_vol_cum_low,market_volume,close_price,afterhour_high,afterhour_high_time,afterhour_vol_high,afterhour_vol_cum_high,afterhour_low,afterhour_low_time,afterhour_vol_low,afterhour_vol_cum_low,afterhour_volume
2022-01-18,PSTI,Healthcare,Israel,153,27.64,15.51,1.9,1.93,2.66,04:01:00,0.038402,0.04,-21.8,07:07:00,2.07,2.1,2.27,10:13:00,0.154901,5.9,2.09,09:31:00,0.171444,2.24,4.7,2.27,10:13:00,0.154901,5.9,2.01,11:29:00,0.038737,8.35,6.51,2.09,12:37:00,0.022299,8.91,1.86,13:55:00,0.012485,9.77,1.23,2.16,15:34:00,0.043273,10.8,1.88,14:00:00,0.006202,9.8,1.38,2.27,10:13:00,0.154901,5.9,1.86,13:55:00,0.012485,9.77,9.11,2.13,2.16,19:37:00,0.001725,11.2,2.09,16:00:00,0.044912,11.17,0.08
2022-01-18,NURO,Healthcare,United States,23,6.38,17.0,1.25,4.95,6.46,09:25:00,0.321373,1.8,-9.29,09:25:00,2.88,6.06,7.41,09:45:00,1.754006,8.98,5.93,09:31:00,0.828891,3.7,28.51,7.41,09:45:00,1.754006,8.98,5.93,09:31:00,0.828891,3.7,44.9,6.87,12:06:00,0.397974,48.67,6.28,13:23:00,0.124925,53.33,7.8,6.94,14:35:00,0.2965,57.9,6.31,15:56:00,0.14393,63.55,8.61,7.41,09:45:00,1.754006,8.98,5.93,09:31:00,0.828891,3.7,61.14,6.35,6.4,16:01:00,0.006164,63.92,6.1,17:14:00,0.006545,64.22,0.53
2022-01-18,BBIG,Consumer Cyclical,United States,15,127.99,9.27,15.71,4.053,4.87,09:16:00,0.34749,14.86,-4.93,09:24:00,17.49,4.76,5.49,10:28:00,2.143934,107.77,4.58,09:35:00,1.724521,27.15,92.85,5.49,10:28:00,2.143934,107.77,4.58,09:35:00,1.724521,27.15,160.28,5.39,12:58:00,3.87219,203.09,4.81,12:09:00,0.466893,180.13,47.92,5.29,14:16:00,1.028089,234.74,4.92,15:20:00,0.509096,254.64,45.2,5.49,10:28:00,2.143934,107.77,4.58,09:35:00,1.724521,27.15,251.7,5.18,5.99,17:37:00,0.367321,281.52,5.14,16:00:00,0.855992,269.02,19.56
2022-01-20,APM,Healthcare,United Kingdom,nan,8.57,5.52,3.18,1.22,1.83,09:03:00,0.587865,18.32,-14.75,09:27:00,24.82,1.58,1.74,09:59:00,1.875819,49.44,1.51,09:37:00,0.484249,30.58,39.36,1.74,09:59:00,1.875819,49.44,1.51,09:37:00,0.484249,30.58,56.78,1.65,12:30:00,0.353952,86.82,1.54,12:11:00,0.20383,82.73,13.02,1.71,15:40:00,0.76344,106.12,1.52,14:02:00,0.441911,94.8,15.75,1.74,09:59:00,1.875819,49.44,1.51,09:37:00,0.484249,30.58,85.34,1.68,1.71,16:01:00,0.095769,110.02,1.56,17:23:00,0.007056,110.37,1.17
2022-01-20,DATS,Technology,United States,nan,14.59,1.77,12.36,2.98,3.74,08:21:00,0.31199,2.79,-11.23,09:09:00,8.2,3.43,4.03,10:26:00,1.620943,44.81,3.33,09:30:00,0.031408,8.2,39.0,4.03,10:26:00,1.620943,44.81,3.33,09:30:00,0.031408,8.2,59.14,3.88,12:36:00,0.340631,72.36,3.61,12:53:00,0.21455,75.96,12.38,4.14,14:54:00,0.91519,89.36,3.28,16:00:00,0.299701,105.19,25.56,4.14,14:54:00,0.91519,89.36,3.28,16:00:00,0.299701,105.19,97.02,3.3,3.36,16:00:00,0.299701,105.19,3.06,16:42:00,0.014204,105.71,1.41
2022-01-20,DBGI,Consumer Cyclical,United States,9,8.25,20.15,4.67,1.32,1.96,09:01:00,0.155334,0.16,-22.45,09:05:00,1.65,1.66,1.74,09:35:00,0.375958,2.56,1.46,09:52:00,0.105831,4.64,3.75,1.74,09:35:00,0.375958,2.56,1.34,11:35:00,0.08308,6.56,5.08,1.4,12:19:00,0.014898,6.76,1.34,12:58:00,0.008438,6.93,0.41,1.37,14:01:00,0.001215,7.11,1.25,15:57:00,0.028768,7.77,0.83,1.74,09:35:00,0.375958,2.56,1.25,15:57:00,0.028768,7.77,6.29,1.28,1.33,16:00:00,0.068943,7.91,1.26,16:00:00,0.068943,7.91,0.13
2022-01-21,BSFC,Consumer Defensive,United States,16,7.42,0.69,0.66,1.9,26.53,05:36:00,0.03736,1.11,-82.06,07:24:00,11.97,6.4,6.8,09:31:00,1.299147,13.27,5.0,10:12:00,0.393526,31.42,21.76,6.8,09:31:00,1.299147,13.27,3.93,10:39:00,0.448545,36.67,33.75,4.65,12:00:00,0.013777,45.65,3.99,13:27:00,0.210975,50.05,5.19,4.35,14:12:00,0.090186,51.08,3.49,15:28:00,0.07063,54.63,5.1,6.8,09:31:00,1.299147,13.27,3.49,15:28:00,0.07063,54.63,44.02,3.69,3.8,16:00:00,0.109962,55.91,3.19,20:00:00,0.014027,56.68,0.88
2022-01-21,BRFH,Consumer Defensive,United States,14,4.85,16.5,1.07,6.4799,9.79,04:14:00,0.003461,0.01,-52.5,07:26:00,0.59,6.18,6.3,09:36:00,0.005092,0.62,5.1,10:19:00,0.005276,0.69,0.12,6.3,09:36:00,0.005092,0.62,5.1,10:19:00,0.005276,0.69,0.18,5.86,12:05:00,0.0022,0.77,5.49,13:43:00,0.000243,0.79,0.03,5.98,15:48:00,0.002121,0.82,5.49,14:05:00,0.00385,0.8,0.03,6.3,09:36:00,0.005092,0.62,5.1,10:19:00,0.005276,0.69,0.24,5.86,5.86,16:00:00,0.00026,0.83,5.13,16:29:00,0.000103,0.83,0.0
2022-01-21,SVFD,Basic Materials,Israel,2,2.14,13.72,0.82,4.07,6.47,07:50:00,0.18971,1.21,-28.44,08:01:00,6.4,4.96,5.9,09:48:00,0.954626,11.55,4.65,10:16:00,0.165675,17.03,11.37,5.9,09:48:00,0.954626,11.55,4.35,10:45:00,0.043929,18.62,13.7,4.83,13:30:00,0.039334,20.88,4.45,12:48:00,0.025858,20.51,1.04,5.2,16:00:00,0.116532,23.75,4.4,14:30:00,0.022594,21.44,2.63,5.9,09:48:00,0.954626,11.55,4.35,10:45:00,0.043929,18.62,17.36,5.2,5.21,16:02:00,0.012701,23.76,4.2,17:51:00,0.011131,23.93,0.33
2022-01-24,EXTN,Energy,United States,2800,23.78,64.45,4.11,3.0,5.12,09:28:00,0.378096,17.41,-6.05,09:30:00,17.74,4.84,4.9,09:30:00,0.11821,17.74,4.32,09:47:00,0.329997,25.55,17.03,4.9,09:30:00,0.11821,17.74,4.32,09:47:00,0.329997,25.55,27.05,4.82,13:21:00,0.359972,50.74,4.41,12:26:00,0.095541,45.92,7.9,4.9,14:48:00,0.352527,55.64,4.63,14:13:00,0.085559,53.51,7.15,4.9,09:30:00,0.11821,17.74,4.32,09:47:00,0.329997,25.55,42.04,4.79,5.1,17:18:00,0.063841,60.19,4.68,16:04:00,0.015741,59.78,1.56
2022-01-24,BTBD,Consumer Cyclical,United States,17,3.06,0.33,1.14,2.468,22.5,04:37:00,0.009508,0.03,-83.6,09:29:00,3.09,3.8,3.92,09:33:00,0.243673,3.61,3.04,09:51:00,0.055495,4.97,3.1,3.92,09:33:00,0.243673,3.61,2.86,11:38:00,0.025294,7.19,4.29,2.99,12:01:00,0.011125,7.37,2.4,12:29:00,0.072017,7.74,1.04,3.38,14:10:00,0.252678,8.76,2.87,14:01:00,0.023666,8.43,1.93,3.92,09:33:00,0.243673,3.61,2.4,12:29:00,0.072017,7.74,7.25,3.1,3.29,19:32:00,0.001,10.43,2.96,16:10:00,0.008168,10.34,0.18
2022-01-24,PIXY,Industrials,United States,77,15.33,12.5,6.17,1.22,1.76,04:25:00,0.031724,0.12,-28.98,06:37:00,2.61,1.46,1.82,09:49:00,1.336045,11.3,1.37,09:34:00,0.346614,3.7,22.09,1.82,09:49:00,1.336045,11.3,1.37,09:34:00,0.346614,3.7,30.94,1.77,13:40:00,0.370094,43.92,1.53,12:07:00,0.41071,34.48,11.9,1.74,15:56:00,0.322627,52.54,1.5,14:11:00,0.490632,47.0,8.32,1.82,09:49:00,1.336045,11.3,1.37,09:34:00,0.346614,3.7,51.06,1.72,1.77,16:03:00,0.055557,53.72,1.65,17:00:00,0.008554,54.11,1.37
2022-01-24,NRBO,Healthcare,United States,7,10.71,33.82,2.4,1.12,1.65,04:21:00,0.101283,0.34,-30.91,09:02:00,1.43,1.23,1.23,09:30:00,0.003731,1.43,1.08,10:12:00,0.008536,1.89,0.49,1.23,09:30:00,0.003731,1.43,1.08,10:12:00,0.008536,1.89,0.61,1.15,13:12:00,0.0001,2.08,1.1,12:16:00,0.013851,2.06,0.05,1.22,14:26:00,0.011211,2.19,1.14,14:09:00,0.015887,2.11,0.18,1.23,09:30:00,0.003731,1.43,1.08,10:12:00,0.008536,1.89,0.85,1.16,1.18,16:00:00,0.002225,2.27,1.14,17:01:00,0.00082,2.28,0.01
2022-01-25,APM,Healthcare,United Kingdom,nan,8.57,5.52,3.18,1.61,4.39,04:22:00,0.195639,0.83,-51.48,07:32:00,7.95,2.25,2.35,09:35:00,0.799799,10.24,2.03,10:27:00,0.165933,19.49,11.73,2.35,09:35:00,0.799799,10.24,2.03,10:27:00,0.165933,19.49,15.08,2.27,12:04:00,0.08429,23.38,2.1,13:07:00,0.088371,25.17,3.37,2.28,14:45:00,0.117668,27.87,2.11,15:24:00,0.074567,29.13,4.15,2.35,09:35:00,0.799799,10.24,2.03,10:27:00,0.165933,19.49,22.47,2.23,2.29,19:08:00,0.001104,30.58,2.14,16:58:00,0.000643,30.48,0.43
2022-01-25,BTBD,Consumer Cyclical,United States,17,3.06,0.33,1.14,3.1,4.97,04:01:00,0.063258,0.06,-37.42,07:02:00,0.75,3.25,3.33,09:31:00,0.040337,0.79,2.68,10:07:00,0.010818,1.03,0.37,3.33,09:31:00,0.040337,0.79,2.68,10:07:00,0.010818,1.03,0.42,2.96,13:36:00,0.016368,1.25,2.77,12:04:00,0.001773,1.17,0.11,3.1,15:19:00,0.002004,1.36,2.82,15:28:00,0.006079,1.38,0.15,3.33,09:31:00,0.040337,0.79,2.68,10:07:00,0.010818,1.03,0.68,2.95,3.14,20:00:00,0.000874,1.43,2.9,16:13:00,0.000269,1.42,0.02
2022-01-25,GMBL,Consumer Cyclical,Malta,nan,19.79,6.37,3.28,2.72,3.76,04:46:00,0.088235,0.12,-27.39,05:09:00,1.83,2.83,2.98,09:38:00,0.07046,2.13,2.56,10:12:00,0.022766,2.63,0.93,2.98,09:38:00,0.07046,2.13,2.51,10:41:00,0.007054,2.86,1.26,2.73,13:59:00,0.001811,3.35,2.53,12:17:00,0.003027,3.11,0.27,3.0,15:02:00,0.0582,3.69,2.71,14:00:00,0.003084,3.35,0.66,3.0,15:02:00,0.0582,3.69,2.51,10:41:00,0.007054,2.86,2.18,2.82,2.89,16:06:00,0.005,4.01,2.74,17:00:00,0.000216,4.02,0.03
2022-01-25,SRRA,Healthcare,United States,109,9.59,77.3,8.22,15.24,29.99,07:34:00,0.057325,0.22,-32.38,08:23:00,5.86,24.07,25.77,09:49:00,1.008274,10.01,21.98,10:26:00,0.14955,16.9,11.31,25.77,09:49:00,1.008274,10.01,21.57,11:43:00,0.035842,20.34,15.33,23.85,13:01:00,0.135672,24.31,21.8,12:21:00,0.027653,21.54,5.36,26.0,14:39:00,0.311276,29.74,22.22,15:38:00,0.073132,32.79,7.05,26.0,14:39:00,0.311276,29.74,21.57,11:43:00,0.035842,20.34,27.67,22.35,23.15,16:00:00,0.061529,33.5,21.5,16:47:00,0.001888,33.7,0.33
2022-01-26,BRFH,Consumer Defensive,United States,14,4.85,16.5,1.07,5.82,13.02,04:16:00,0.016813,0.05,-61.52,09:30:00,0.33,5.52,6.56,09:43:00,0.009022,0.39,5.01,09:30:00,0.006495,0.33,0.14,6.56,09:43:00,0.009022,0.39,5.01,09:30:00,0.006495,0.33,0.17,6.27,12:02:00,0.000116,0.49,5.53,13:59:00,0.000332,0.51,0.02,5.68,14:36:00,0.0005,0.51,5.39,14:16:00,0.000284,0.51,0.01,6.56,09:43:00,0.009022,0.39,5.01,09:30:00,0.006495,0.33,0.2,5.52,6.15,17:55:00,0.00052,0.52,5.39,16:36:00,0.00029,0.52,0.0
2022-01-26,VCNX,Healthcare,United States,39,18.9,39.22,3.56,1.045,1.47,08:25:00,0.527624,2.36,-17.01,09:04:00,9.72,1.24,1.28,09:33:00,0.474653,11.48,1.17,10:03:00,0.505134,21.76,16.07,1.28,09:33:00,0.474653,11.48,1.1,11:06:00,0.128993,30.45,24.28,1.21,14:00:00,0.22783,37.27,1.13,12:47:00,0.009876,35.53,3.33,1.22,14:01:00,0.203329,37.48,1.1,16:00:00,0.338625,42.13,5.08,1.28,09:33:00,0.474653,11.48,1.1,11:06:00,0.128993,30.45,32.45,1.1,1.14,16:00:00,0.338625,42.13,1.05,16:38:00,0.015143,42.22,0.53
2022-01-26,BBIG,Consumer Cyclical,United States,15,127.99,9.27,15.71,3.0109,3.9,04:01:00,0.13473,0.13,-14.1,05:07:00,9.94,3.51,3.54,09:31:00,1.474453,11.42,3.23,09:44:00,1.298009,23.02,24.6,3.54,09:31:00,1.474453,11.42,3.09,10:50:00,0.475973,40.07,41.95,3.25,12:00:00,0.029807,51.86,3.07,13:28:00,0.189589,60.37,10.3,3.2,14:06:00,0.216583,63.44,2.91,15:10:00,0.213082,72.67,16.74,3.54,09:31:00,1.474453,11.42,2.91,15:10:00,0.213082,72.67,68.93,3.06,3.21,16:10:00,0.029876,79.2,3.05,16:00:00,0.269432,78.84,1.93
2022-01-27,ARDS,Healthcare,United States,33,10.04,8.28,0.89,1.7248,2.67,06:53:00,0.057968,0.22,-20.97,07:00:00,7.28,2.15,2.27,09:53:00,0.895312,18.47,1.96,10:28:00,0.15231,28.48,21.52,2.27,09:53:00,0.895312,18.47,1.92,10:55:00,0.277451,30.61,26.02,2.02,12:00:00,0.00448,33.3,1.83,12:29:00,0.131616,34.71,3.23,2.14,15:29:00,0.123834,38.97,1.95,15:50:00,0.096724,40.24,4.39,2.27,09:53:00,0.895312,18.47,1.83,12:29:00,0.131616,34.71,33.63,2.01,2.16,17:33:00,0.001925,41.12,1.95,16:35:00,0.031574,41.01,0.52
2022-01-27,IMMX,Healthcare,United States,nan,5.7,6.18,1.32,3.52,4.38,04:11:00,0.049842,0.1,-20.09,04:58:00,0.55,3.76,4.5,09:42:00,0.727033,2.79,3.73,09:30:00,0.002623,0.55,7.03,4.5,09:42:00,0.727033,2.79,3.64,10:55:00,0.025436,8.04,7.94,3.8,12:43:00,0.030023,8.76,3.61,12:18:00,0.025861,8.61,0.57,4.08,15:39:00,0.025252,9.77,3.72,14:13:00,0.002396,9.11,0.88,4.5,09:42:00,0.727033,2.79,3.61,12:18:00,0.025861,8.61,9.39,3.93,4.0,16:04:00,0.002431,9.94,3.85,16:18:00,0.000105,9.94,0.04
2022-01-28,IMPP,Energy,Greece,nan,26.09,4.96,2.77,1.18,2.5,04:04:00,0.113189,0.28,-32.4,07:48:00,9.11,2.23,3.45,09:55:00,1.138789,35.21,2.16,09:30:00,0.136014,9.11,47.99,3.45,09:55:00,1.138789,35.21,2.16,09:30:00,0.136014,9.11,69.97,2.88,12:00:00,0.117256,78.95,2.32,13:25:00,0.337929,88.91,12.73,2.64,14:38:00,0.438161,95.96,2.13,15:45:00,0.25815,102.22,12.14,3.45,09:55:00,1.138789,35.21,2.13,15:45:00,0.25815,102.22,94.66,2.28,2.36,16:12:00,0.037033,103.83,2.01,18:44:00,0.011505,104.87,1.76
2022-01-28,INDO,Energy,Indonesia,nan,1.82,0,4.97,5.91,7.4,08:25:00,0.139151,0.84,-22.03,09:02:00,3.25,6.17,7.8,09:55:00,0.591686,10.58,5.86,09:32:00,0.463133,3.81,13.22,7.8,09:55:00,0.591686,10.58,5.86,09:32:00,0.463133,3.81,19.46,6.57,12:01:00,0.014337,22.71,5.28,13:24:00,0.045367,24.81,2.69,5.69,15:48:00,0.018197,26.59,5.0,14:46:00,0.115512,25.84,1.54,7.8,09:55:00,0.591686,10.58,5.0,14:46:00,0.115512,25.84,23.64,5.52,5.66,16:15:00,0.008876,26.89,5.1,17:16:00,0.002404,26.94,0.21
2022-01-28,TKLF,Consumer Defensive,Japan,54,4.68,0,nan,2.5621,2.79,04:11:00,0.002815,0.01,-15.05,07:40:00,0.23,2.5,3.55,09:57:00,0.352087,3.27,2.5,09:31:00,0.030489,0.26,6.99,3.72,10:58:00,0.367359,12.86,2.5,09:31:00,0.030489,0.26,17.22,3.44,12:30:00,0.259325,18.79,3.03,13:30:00,0.023004,21.07,4.12,3.47,15:24:00,0.260835,23.4,3.1,14:01:00,0.020142,21.57,3.88,3.72,10:58:00,0.367359,12.86,2.5,09:31:00,0.030489,0.26,25.19,3.39,4.06,16:44:00,0.177048,26.48,3.27,16:20:00,0.004217,25.72,3.03
2022-01-31,FGI,Consumer Cyclical,United States,136,2.68,1.35,7.69,3.83,7.89,05:05:00,0.040646,1.15,-38.91,07:21:00,7.33,5.05,6.25,09:46:00,1.555459,16.41,4.93,09:31:00,0.249579,7.58,22.06,6.25,09:46:00,1.555459,16.41,4.5,11:01:00,0.125,34.05,31.22,5.3,13:28:00,0.249946,44.87,4.7,12:28:00,0.109654,40.14,8.17,4.9,15:41:00,0.07308,49.32,4.61,14:59:00,0.031944,47.76,3.73,6.25,09:46:00,1.555459,16.41,4.5,11:01:00,0.125,34.05,42.82,4.88,5.04,17:25:00,0.021664,50.41,4.6,16:24:00,0.016314,50.24,0.67
2022-01-31,TKLF,Consumer Defensive,Japan,54,4.68,0,nan,3.39,4.37,07:20:00,0.122128,1.37,-17.62,08:01:00,4.73,3.75,3.93,10:28:00,0.546289,12.73,3.45,09:36:00,0.187071,5.77,8.38,4.56,11:25:00,0.64136,24.17,3.45,09:36:00,0.187071,5.77,23.66,4.42,12:10:00,0.555905,29.58,4.01,12:43:00,0.129497,31.57,5.85,4.43,15:05:00,0.327392,38.95,3.9,15:14:00,0.504911,40.0,7.8,4.56,11:25:00,0.64136,24.17,3.45,09:36:00,0.187071,5.77,37.26,4.19,4.3,16:07:00,0.022589,42.03,4.01,17:01:00,0.010031,42.23,0.53
2022-01-31,WKEY,Technology,Switzerland,81,12.05,7.55,nan,3.24,4.3,04:01:00,0.019873,0.02,-17.67,09:30:00,0.84,3.64,3.7,09:31:00,0.08513,0.92,3.43,09:48:00,0.036699,1.25,0.6,3.7,09:31:00,0.08513,0.92,3.36,11:48:00,0.023533,1.73,0.95,3.45,12:00:00,0.00034,1.77,3.26,12:28:00,0.025129,1.88,0.24,3.56,15:45:00,0.005104,2.15,3.36,15:20:00,0.004885,2.05,0.19,3.7,09:31:00,0.08513,0.92,3.26,12:28:00,0.025129,1.88,1.37,3.54,3.56,16:00:00,0.00431,2.19,3.37,16:19:00,0.005749,2.2,0.01
2022-01-31,KSCP,Industrials,United States,nan,0.66,nan,nan,16.07,23.54,04:02:00,0.02027,0.04,-28.33,07:14:00,3.27,19.16,24.67,09:49:00,0.468044,5.59,18.54,09:31:00,0.198001,3.46,8.04,24.67,09:49:00,0.468044,5.59,18.35,11:02:00,0.095086,13.46,14.83,27.5,12:54:00,0.441824,25.98,21.69,12:31:00,0.154766,21.01,15.53,25.0,14:12:00,0.106536,34.2,20.82,15:50:00,0.127137,41.49,8.75,27.5,12:54:00,0.441824,25.98,18.35,11:02:00,0.095086,13.46,38.99,21.61,22.3,16:01:00,0.013847,42.26,18.5,19:17:00,0.004074,42.76,0.79
2022-01-31,IINN,Healthcare,Israel,nan,3.0,0.65,1.17,2.32,3.63,09:24:00,0.699557,4.53,-13.22,09:25:00,5.71,3.31,3.54,09:31:00,1.606835,7.32,2.66,09:56:00,1.753289,21.65,20.85,3.54,09:31:00,1.606835,7.32,2.66,09:56:00,1.753289,21.65,40.05,3.12,12:22:00,0.165391,48.14,2.86,13:01:00,0.131778,50.84,10.56,3.38,14:44:00,1.213326,62.91,2.9,15:16:00,0.318915,67.4,14.86,3.54,09:31:00,1.606835,7.32,2.66,09:56:00,1.753289,21.65,65.43,3.16,3.52,16:56:00,0.072428,72.97,3.0,19:15:00,0.01082,74.21,3.67
2022-02-01,OBSV,Healthcare,Switzerland,42,58.17,28.09,5.25,1.54,2.18,04:08:00,0.080479,0.14,-27.98,09:25:00,4.29,1.59,1.64,09:32:00,0.159392,4.6,1.48,10:07:00,0.104054,5.72,1.7,1.64,09:32:00,0.159392,4.6,1.48,10:07:00,0.104054,5.72,2.28,1.56,12:23:00,0.023448,6.65,1.46,13:58:00,0.027636,7.12,0.61,1.55,15:33:00,0.040374,7.58,1.47,14:00:00,0.016552,7.17,0.67,1.64,09:32:00,0.159392,4.6,1.46,13:58:00,0.027636,7.12,3.55,1.52,1.55,18:22:00,0.00098,7.88,1.47,16:51:00,0.001892,7.84,0.13
2022-02-01,CREX,Technology,United States,75,6.97,18.16,3.59,1.35,1.83,09:23:00,0.348713,1.7,-12.02,09:28:00,2.47,1.69,1.91,09:32:00,1.696521,5.64,1.63,09:53:00,0.627038,22.78,30.31,1.91,09:32:00,1.696521,5.64,1.57,10:45:00,0.37171,36.96,41.69,1.64,12:03:00,0.107634,44.32,1.48,12:55:00,0.232335,46.84,4.46,1.65,15:36:00,0.334584,51.27,1.48,16:00:00,0.26672,52.58,4.07,1.91,09:32:00,1.696521,5.64,1.48,12:55:00,0.232335,46.84,50.19,1.49,1.51,16:00:00,0.26672,52.58,1.38,20:00:00,0.004042,53.03,0.72
2022-02-01,BFRI,Healthcare,United States,56,6.17,0.08,30.66,3.38,3.62,08:50:00,0.015603,0.04,-6.08,08:59:00,0.12,3.48,4.35,09:41:00,0.886029,4.04,3.42,09:31:00,0.100851,0.22,18.86,4.35,09:41:00,0.886029,4.04,3.42,09:31:00,0.100851,0.22,26.89,4.45,13:23:00,0.356104,32.87,3.93,12:03:00,0.058152,27.13,10.3,4.35,15:44:00,0.097335,41.69,4.05,14:28:00,0.114178,38.89,5.39,4.45,13:23:00,0.356104,32.87,3.42,09:31:00,0.100851,0.22,42.51,4.28,4.31,16:01:00,0.010004,42.64,4.15,16:08:00,0.008054,42.69,0.51
2022-02-02,MDJH,Real Estate,China,174,1.46,0.2,28.85,1.68,4.13,04:12:00,0.132744,0.72,-37.53,09:30:00,8.89,2.64,2.87,09:37:00,1.331893,13.15,2.22,10:00:00,0.339739,18.98,11.95,2.87,09:37:00,1.331893,13.15,2.12,11:49:00,0.058392,24.71,16.34,2.32,12:43:00,0.050993,25.78,2.17,12:00:00,0.029186,25.1,1.68,2.45,14:33:00,0.164877,27.76,2.22,14:12:00,0.045988,26.94,3.34,2.87,09:37:00,1.331893,13.15,2.12,11:49:00,0.058392,24.71,21.32,2.35,2.44,16:00:00,0.224756,30.09,2.1,19:59:00,0.003722,30.31,0.45
2022-02-02,OLB,Technology,United States,24,4.42,12.62,4.78,1.895,2.59,09:29:00,0.692526,15.46,-5.41,09:29:00,15.8,2.49,2.58,09:31:00,1.96189,17.76,2.21,10:02:00,0.853058,36.42,31.7,2.58,09:31:00,1.96189,17.76,2.21,10:02:00,0.853058,36.42,45.79,2.39,13:10:00,0.605565,67.25,2.27,12:51:00,0.230757,64.79,9.86,2.32,14:23:00,0.177471,74.1,2.08,15:58:00,0.222198,80.53,10.03,2.58,09:31:00,1.96189,17.76,2.08,15:58:00,0.222198,80.53,65.44,2.16,2.18,16:00:00,0.247898,80.9,1.97,16:51:00,0.003156,81.31,0.88
2022-02-03,BON,Consumer Defensive,Cayman Islands,8787,2.05,0.3,0.31,3.365,6.07,04:01:00,0.036855,0.04,-33.77,09:30:00,3.12,4.02,4.2,10:18:00,0.250922,5.8,3.81,09:53:00,0.035127,4.53,3.64,4.2,10:18:00,0.250922,5.8,3.81,09:53:00,0.035127,4.53,5.26,4.04,12:34:00,0.035146,8.56,3.88,12:08:00,0.020748,8.41,0.59,4.33,14:55:00,0.067446,10.05,3.92,15:11:00,0.093686,10.6,2.4,4.33,14:55:00,0.067446,10.05,3.81,09:53:00,0.035127,4.53,8.25,4.06,4.48,18:23:00,0.006338,11.52,3.96,16:02:00,0.006044,11.36,0.3
2022-02-03,BCDA,Healthcare,United States,24,11.17,22.75,1.15,1.62,2.23,08:25:00,0.33654,2.35,-13.0,09:16:00,7.36,1.96,2.31,10:05:00,1.479541,26.72,1.95,09:30:00,0.027221,7.36,31.56,2.31,10:05:00,1.479541,26.72,1.95,09:30:00,0.027221,7.36,43.76,2.13,12:46:00,0.263802,53.9,2.01,12:05:00,0.121389,51.42,6.1,2.04,14:00:00,0.00217,57.18,1.93,15:55:00,0.115417,63.31,6.83,2.31,10:05:00,1.479541,26.72,1.93,15:55:00,0.115417,63.31,56.68,1.97,2.05,16:25:00,0.052995,64.16,1.91,16:11:00,0.028002,64.08,0.85
2022-02-03,ZEV,Industrials,United States,nan,29.71,6.72,12.39,4.35,5.34,08:31:00,0.103228,0.54,-10.3,09:18:00,1.39,4.86,5.23,10:19:00,0.136314,7.09,4.73,09:33:00,0.15495,1.59,6.38,5.54,11:14:00,0.316602,12.94,4.73,09:33:00,0.15495,1.59,16.53,5.1,12:00:00,0.072299,17.89,4.8,13:55:00,0.146373,22.19,4.59,4.86,14:01:00,0.012392,22.43,4.52,15:58:00,0.077594,25.65,3.34,5.54,11:14:00,0.316602,12.94,4.52,15:58:00,0.077594,25.65,24.38,4.56,4.73,17:27:00,0.01314,25.85,4.52,16:04:00,0.000405,25.75,0.23
2022-02-04,ANY,Technology,Canada,32,47.19,14.03,4.72,2.325,3.09,04:05:00,0.089339,0.25,-18.12,08:59:00,3.49,2.62,2.84,10:15:00,0.654212,13.46,2.5,09:36:00,0.186034,4.69,13.38,3.0,11:45:00,0.914497,29.7,2.5,09:36:00,0.186034,4.69,30.52,3.02,13:40:00,0.57754,49.86,2.75,12:24:00,0.3799,38.68,19.48,3.41,15:01:00,0.58729,67.85,2.87,14:13:00,0.057048,53.99,30.25,3.41,15:01:00,0.58729,67.85,2.5,09:36:00,0.186034,4.69,80.0,3.02,3.19,19:54:00,0.027656,85.93,2.89,16:36:00,0.130027,84.52,3.0
2022-02-04,ALJJ,Industrials,United States,6963,19.54,7.18,0.44,1.815,2.33,09:10:00,0.346193,2.22,-8.58,09:19:00,3.68,2.15,2.26,09:35:00,0.512107,6.57,2.04,10:07:00,0.235678,15.26,13.31,2.31,11:19:00,0.620899,21.39,2.04,10:07:00,0.235678,15.26,23.93,2.09,13:43:00,0.027471,31.06,1.97,12:22:00,0.191857,29.6,3.84,2.19,16:00:00,0.546044,33.57,2.0,15:53:00,0.040919,32.9,2.2,2.31,11:19:00,0.620899,21.39,1.97,12:22:00,0.191857,29.6,29.94,2.16,2.25,16:10:00,0.022133,33.63,2.02,16:00:00,0.546044,33.57,0.76
