Date,Stock,Sector,Country,Employess,Float,Io,Short_ratio,Prev_close,premarket_high,premarket_time_high,premarket_vol_high,premarket_vol_cum_high,premarket_low,premarket_time_low,premarket_volume,Open_price,firsthour_high,firsthour_high_time,firsthour_vol_high,firsthour_vol_cum_high,firsthour_low,firsthour_low_time,firsthour_vol_low,firsthour_vol_cum_low,firsthour_volume,morning_high,morning_high_time,morning_vol_high,morning_vol_cum_high,morning_low,morning_low_time,morning_vol_low,morning_vol_cum_low,morning_volume,middle_high,middle_high_time,middle_vol_high,middle_vol_cum_high,middle_low,middle_low_time,middle_vol_low,middle_vol_cum_low,middle_volume,afternoon_high,afternoon_high_time,afternoon_vol_high,afternoon_vol_cum_high,afternoon_low,afternoon_low_time,afternoon_vol_low,afternoon_vol_cum_low,afternoon_volume,market_high,market_high_time,market_vol_high,market_vol_cum_high,market_low,market_low_time,market_vol_low,market_vol_cum_low,market_volume,close_price,afterhour_high,afterhour_high_time,afterhour_vol_high,afterhour_vol_cum_high,afterhour_low,afterhour_low_time,afterhour_vol_low,afterhour_vol_cum_low,afterhour_volume
2022-02-07,RDBX,Financial Services,United States,1467,2.77,108.52,nan,2.42,3.15,04:20:00,0.052631,0.28,-20.63,08:29:00,1.35,2.56,2.64,10:04:00,0.047663,1.97,2.44,10:22:00,0.025019,2.24,0.98,2.64,10:04:00,0.047663,1.97,2.4,11:44:00,0.030894,2.76,1.49,2.44,12:03:00,0.005208,2.85,2.33,13:58:00,0.047479,3.18,0.35,2.38,14:01:00,0.038341,3.22,2.25,15:59:00,0.011535,3.61,0.44,2.64,10:04:00,0.047663,1.97,2.25,15:59:00,0.011535,3.61,2.28,2.27,2.34,18:24:00,0.0001,3.71,2.25,16:01:00,0.0105,3.63,0.1
2022-02-07,NVCT,Healthcare,United States,8,3.19,10.9,0.64,3.35,3.7,07:48:00,0.000316,0.0,-15.41,08:06:00,0.0,3.45,5.63,10:24:00,0.270323,3.5,3.41,09:31:00,0.003535,0.01,4.25,7.8,11:59:00,0.34183,12.17,3.41,09:31:00,0.003535,0.01,12.44,10.35,13:09:00,0.60325,29.94,6.44,12:08:00,0.193665,14.15,23.13,10.02,14:14:00,0.400222,37.26,7.61,15:34:00,0.114907,42.23,7.8,10.35,13:09:00,0.60325,29.94,3.41,09:31:00,0.003535,0.01,43.03,7.86,8.35,16:04:00,0.028644,43.08,6.85,16:21:00,0.008796,43.16,0.39
2022-02-07,PHUN,Technology,United States,120,92.45,11.87,3.89,2.5198,3.13,08:36:00,0.294065,2.53,-6.39,08:49:00,9.21,3.02,3.15,10:00:00,1.764087,33.89,2.87,09:50:00,0.829932,24.21,39.27,3.15,10:00:00,1.764087,33.89,2.87,09:50:00,0.829932,24.21,63.03,3.4,13:34:00,0.495231,89.59,2.96,12:40:00,0.108155,75.27,23.28,3.43,14:48:00,0.542684,104.61,2.84,15:51:00,1.455399,122.43,29.71,3.43,14:48:00,0.542684,104.61,2.84,15:51:00,1.455399,122.43,115.7,2.95,2.98,16:04:00,0.025979,124.89,2.8,17:07:00,0.037632,126.04,2.37
2022-02-08,SOPA,Technology,Singapore,nan,11.01,1.81,7.34,3.2787,6.38,04:10:00,0.041124,0.45,-34.33,09:30:00,3.37,4.2,5.95,10:06:00,1.146647,20.92,4.02,09:33:00,0.292615,4.33,31.05,5.95,10:06:00,1.146647,20.92,4.02,09:33:00,0.292615,4.33,48.88,5.28,12:01:00,0.184199,52.41,4.44,13:18:00,0.051286,57.99,8.22,5.05,14:41:00,0.440887,64.72,4.55,14:12:00,0.059003,60.68,9.82,5.95,10:06:00,1.146647,20.92,4.02,09:33:00,0.292615,4.33,66.67,4.64,4.75,16:31:00,0.002008,70.11,4.51,16:07:00,0.014049,70.06,0.47
2022-02-08,VLDR,Technology,United States,407,138.87,22.33,11.41,3.76,6.14,04:01:00,0.046263,0.05,-21.17,09:30:00,11.97,4.87,4.9,09:30:00,0.093885,11.97,4.2,10:17:00,0.341571,35.34,26.69,4.9,09:30:00,0.093885,11.97,4.17,11:05:00,0.575914,48.59,45.73,4.39,12:36:00,0.338499,63.38,4.12,13:04:00,0.745575,68.78,16.34,4.25,14:12:00,0.190386,75.26,3.98,14:58:00,0.109645,80.75,13.23,4.9,09:30:00,0.093885,11.97,3.98,14:58:00,0.109645,80.75,75.06,4.03,4.05,16:00:00,0.348185,86.94,3.92,17:24:00,0.021445,87.56,1.27
2022-02-08,UCL,Communication Services,Hong Kong,nan,9.8,22.82,nan,1.465,2.96,04:20:00,0.053576,0.19,-33.45,07:34:00,1.93,2.03,2.08,09:30:00,0.047622,1.93,1.7,09:49:00,0.092322,4.34,4.2,2.08,09:30:00,0.047622,1.93,1.62,11:42:00,0.014489,7.23,5.61,1.76,12:05:00,0.050291,7.66,1.65,12:46:00,0.01916,7.89,0.62,2.2,15:53:00,0.149423,9.74,1.65,15:25:00,0.036672,8.69,2.17,2.2,15:53:00,0.149423,9.74,1.62,11:42:00,0.014489,7.23,8.35,1.99,2.25,17:00:00,0.017086,10.51,1.82,16:32:00,0.00325,10.34,0.67
2022-02-09,IFBD,Technology,China,305,12.36,7.81,1.07,0.94,1.5,04:15:00,0.11803,0.77,-28.67,07:27:00,5.07,1.1,1.24,10:28:00,0.377347,12.26,1.09,09:30:00,0.024451,5.07,7.55,1.28,10:47:00,0.408578,14.48,1.09,09:30:00,0.024451,5.07,12.97,1.19,12:00:00,0.006306,18.02,1.08,13:28:00,0.104092,19.77,2.03,1.28,16:00:00,0.201775,22.6,1.09,14:00:00,0.000366,20.04,2.56,1.28,10:47:00,0.408578,14.48,1.08,13:28:00,0.104092,19.77,17.55,1.26,1.28,16:00:00,0.201775,22.6,1.12,18:15:00,0.00735,22.73,0.4
2022-02-09,AVRO,Healthcare,United States,122,34.82,82.26,3.94,1.75,2.2,07:10:00,0.049316,0.06,-19.09,09:23:00,2.98,1.84,1.84,09:30:00,0.005221,2.98,1.69,10:14:00,0.074119,4.63,1.92,1.84,09:30:00,0.005221,2.98,1.69,10:14:00,0.074119,4.63,2.67,1.74,12:07:00,0.063582,5.73,1.68,13:46:00,0.029341,6.12,0.61,1.72,15:01:00,0.027153,6.55,1.62,15:57:00,0.080004,7.17,1.17,1.84,09:30:00,0.005221,2.98,1.62,15:57:00,0.080004,7.17,4.42,1.65,1.66,16:10:00,0.0015,7.4,1.62,16:00:00,0.087366,7.39,0.15
2022-02-09,DCFC,Industrials,Australia,314,nan,23.57,nan,9.51,13.86,09:30:00,0.271146,7.25,-8.15,09:30:00,7.25,13.59,16.75,10:28:00,1.103809,30.43,12.21,09:41:00,0.484768,14.3,24.1,17.77,10:55:00,0.864792,40.39,12.21,09:41:00,0.484768,14.3,45.53,19.75,12:56:00,0.633938,69.33,15.71,12:00:00,0.085219,52.51,33.66,18.0,14:11:00,0.401539,87.99,15.2,15:19:00,0.221956,99.41,18.96,19.75,12:56:00,0.633938,69.33,12.21,09:41:00,0.484768,14.3,97.88,15.69,16.25,16:03:00,0.046433,104.98,14.02,16:41:00,0.02264,105.57,1.42
2022-02-09,BKKT,Technology,United States,579,679.99,33.05,nan,5.9383,6.14,08:21:00,0.012961,0.17,-4.4,08:55:00,0.33,5.93,6.6,10:03:00,0.212254,6.83,5.86,09:33:00,0.058368,0.6,9.82,7.24,11:19:00,0.527088,21.39,5.86,09:33:00,0.058368,0.6,26.3,7.48,13:35:00,0.380428,35.77,6.78,12:10:00,0.15217,27.66,12.31,7.84,15:19:00,0.279648,51.32,6.86,14:40:00,0.071925,45.38,18.2,7.84,15:19:00,0.279648,51.32,5.86,09:33:00,0.058368,0.6,56.45,7.62,7.63,16:01:00,0.012256,56.8,7.23,20:00:00,0.013082,57.32,0.72
2022-02-10,AREB,Consumer Cyclical,United States,nan,0.82,0,3.26,2.12,3.4,04:06:00,0.120101,0.26,-26.76,07:05:00,3.34,2.66,3.82,09:39:00,1.574776,11.91,2.65,09:30:00,0.008449,3.34,36.9,3.82,09:39:00,1.574776,11.91,2.65,09:30:00,0.008449,3.34,45.39,3.23,12:48:00,0.126059,50.9,2.83,13:33:00,0.191749,52.94,5.26,3.33,14:41:00,0.275795,56.56,2.97,14:16:00,0.033385,54.47,5.85,3.82,09:39:00,1.574776,11.91,2.65,09:30:00,0.008449,3.34,56.48,3.08,3.16,16:00:00,0.127023,59.81,2.89,18:15:00,0.000166,60.12,0.5
2022-02-10,IRNT,Technology,United States,296,23.74,23.74,nan,3.51,5.04,04:01:00,0.088269,0.09,-17.06,06:11:00,7.62,4.26,4.92,09:46:00,2.054627,17.38,4.19,09:36:00,0.514068,10.95,24.77,4.92,09:46:00,2.054627,17.38,4.19,09:36:00,0.514068,10.95,44.71,4.55,12:03:00,0.096465,52.53,4.24,13:21:00,0.180184,58.8,8.16,4.54,14:44:00,0.133237,63.8,4.25,14:17:00,0.059488,61.03,7.49,4.92,09:46:00,2.054627,17.38,4.19,09:36:00,0.514068,10.95,60.19,4.32,4.35,16:08:00,0.002463,67.77,4.08,16:56:00,0.025527,68.1,0.84
2022-02-10,DRMA,Healthcare,United States,8,3.77,1.43,21.38,1.1,2.1,04:39:00,0.040289,0.14,-37.62,08:51:00,2.82,1.34,1.55,09:55:00,0.405465,8.68,1.32,09:30:00,0.011587,2.82,9.98,1.55,09:55:00,0.405465,8.68,1.32,09:30:00,0.011587,2.82,14.41,1.38,12:00:00,0.047214,17.22,1.2,13:39:00,0.063106,18.81,2.25,1.48,15:51:00,0.140253,22.11,1.24,15:31:00,0.142843,20.76,3.37,1.55,09:55:00,0.405465,8.68,1.2,13:39:00,0.063106,18.81,19.92,1.44,1.46,16:00:00,0.080103,22.73,1.3,16:11:00,0.007125,22.79,0.24
2022-02-11,HTCR,Technology,Japan,nan,4.52,0,0.8,4.9499,8.0,04:03:00,0.042072,0.12,-36.88,09:29:00,1.34,5.06,6.19,10:14:00,0.362949,5.74,5.06,09:31:00,0.078624,1.42,5.61,6.19,10:14:00,0.362949,5.74,4.71,11:28:00,0.036442,8.37,7.51,5.13,12:09:00,0.039383,8.93,4.21,13:50:00,0.055037,9.42,0.68,4.5,14:32:00,0.006,9.69,3.9,15:58:00,0.025257,10.08,0.57,6.19,10:14:00,0.362949,5.74,3.9,15:58:00,0.025257,10.08,8.76,4.04,4.13,17:14:00,0.001621,10.11,3.9,18:35:00,0.002,10.12,0.05
2022-02-11,MODD,Healthcare,United States,20,2.76,30.66,1.81,3.79,17.55,04:23:00,0.006467,0.12,-73.16,07:28:00,2.82,5.8,6.05,09:48:00,0.682836,5.56,4.83,10:09:00,0.215373,7.37,5.22,6.05,09:48:00,0.682836,5.56,4.26,11:37:00,0.025926,9.22,6.68,5.1,13:16:00,0.044609,10.39,4.33,13:56:00,0.027266,10.99,1.53,4.47,14:13:00,0.008903,11.08,4.02,15:57:00,0.02204,11.43,0.49,6.05,09:48:00,0.682836,5.56,4.02,15:57:00,0.02204,11.43,8.68,4.25,4.4,16:02:00,0.000417,11.49,4.1,16:00:00,0.04078,11.49,0.12
2022-02-11,KAVL,Consumer Defensive,United States,9,13.92,0.91,4.61,1.82,2.28,08:29:00,0.164956,1.35,-7.89,08:34:00,3.36,2.17,2.95,09:55:00,1.542461,35.89,2.12,09:31:00,0.865971,4.23,55.51,2.95,09:55:00,1.542461,35.89,2.12,09:31:00,0.865971,4.23,83.75,2.85,13:14:00,0.347496,102.24,2.45,13:47:00,0.447397,109.14,23.42,2.55,14:00:00,0.045868,110.42,2.08,14:58:00,0.625624,119.93,20.5,2.95,09:55:00,1.542461,35.89,2.08,14:58:00,0.625624,119.93,127.52,2.23,2.3,16:01:00,0.04454,130.91,2.08,17:27:00,0.025061,131.39,1.02
2022-02-14,TCBP,Healthcare,United Kingdom,74,5.03,15.8,nan,2.15,4.2,04:03:00,0.065317,0.09,-42.86,09:16:00,2.17,2.54,2.96,09:34:00,1.047019,4.38,2.49,09:30:00,0.017188,2.17,11.37,2.96,09:34:00,1.047019,4.38,2.25,11:46:00,0.01221,15.93,13.92,2.31,13:48:00,0.003259,16.63,2.19,13:19:00,0.021971,16.46,0.64,2.27,14:56:00,0.011306,16.98,2.05,15:57:00,0.011671,17.4,0.8,2.96,09:34:00,1.047019,4.38,2.05,15:57:00,0.011671,17.4,15.35,2.11,2.15,16:00:00,0.080319,17.5,1.95,16:53:00,0.005968,17.58,0.23
2022-02-14,KAVL,Consumer Defensive,United States,9,13.92,0.91,4.61,2.23,2.74,05:37:00,0.025522,0.62,-14.96,08:00:00,2.8,2.5,2.64,09:32:00,0.979746,4.89,2.28,09:45:00,0.703491,10.74,15.69,2.64,09:32:00,0.979746,4.89,2.28,09:45:00,0.703491,10.74,21.18,2.55,12:41:00,0.294568,26.85,2.35,12:00:00,0.044556,23.96,8.5,2.79,15:34:00,0.267385,43.03,2.38,14:09:00,0.241221,32.89,14.12,2.79,15:34:00,0.267385,43.03,2.28,09:45:00,0.703491,10.74,43.74,2.69,2.98,16:24:00,0.150465,47.92,2.61,16:05:00,0.019664,46.58,4.19
2022-02-14,KSCP,Industrials,United States,nan,15.59,0,nan,6.29,8.2,08:36:00,0.105872,0.18,-14.63,08:41:00,1.48,7.19,8.29,10:29:00,1.095897,18.34,6.63,09:33:00,0.162043,2.19,17.39,8.73,11:12:00,0.728309,30.81,6.63,09:33:00,0.162043,2.19,35.56,9.36,13:31:00,0.411331,50.36,8.06,12:13:00,0.129896,38.44,16.93,8.93,14:00:00,0.181863,53.74,7.79,15:35:00,0.079067,63.71,13.23,9.36,13:31:00,0.411331,50.36,6.63,09:33:00,0.162043,2.19,65.31,8.41,9.1,19:19:00,0.027876,68.74,8.3,16:13:00,0.018592,67.16,2.25
2022-02-14,CEAD,Industrials,United States,26,1.37,4.85,4.81,2.44,3.56,04:01:00,0.023062,0.02,-32.3,08:01:00,2.85,2.64,2.66,09:31:00,0.097685,2.95,2.25,09:41:00,0.206792,3.77,1.9,2.66,09:31:00,0.097685,2.95,2.25,09:41:00,0.206792,3.77,2.11,2.45,12:49:00,0.014549,5.29,2.25,12:22:00,0.029808,5.11,0.51,2.7,15:34:00,0.030181,5.93,2.35,14:00:00,0.005194,5.46,0.66,2.7,15:34:00,0.030181,5.93,2.25,09:41:00,0.206792,3.77,3.27,2.55,2.68,20:00:00,0.000168,6.18,2.45,16:06:00,0.00248,6.12,0.08
2022-02-15,IPW,Consumer Cyclical,United States,21,10.04,7.2,3.48,1.63,2.7,04:08:00,0.058086,0.13,-24.07,06:11:00,4.22,2.27,2.35,09:38:00,0.663704,7.17,2.11,09:46:00,0.320147,9.93,10.83,2.35,09:38:00,0.663704,7.17,2.11,09:46:00,0.320147,9.93,14.2,2.23,12:01:00,0.156553,18.56,2.06,13:58:00,0.187273,19.65,1.34,2.25,16:00:00,0.148114,21.85,2.07,14:00:00,0.047021,19.72,2.17,2.35,09:38:00,0.663704,7.17,2.06,13:58:00,0.187273,19.65,17.64,2.25,2.25,16:00:00,0.148114,21.85,2.15,16:02:00,0.001778,21.85,0.26
2022-02-15,AGRI,Consumer Defensive,Canada,5,11.25,4.73,2.08,1.575,2.2,08:47:00,0.133161,0.66,-15.91,09:24:00,4.29,1.89,2.04,09:32:00,1.171126,6.24,1.71,10:13:00,0.129091,17.19,13.77,2.04,09:32:00,1.171126,6.24,1.67,10:50:00,0.13756,19.02,16.07,1.75,12:57:00,0.011725,20.8,1.68,12:32:00,0.01066,20.55,0.79,1.83,15:55:00,0.050962,22.89,1.71,14:00:00,0.002374,21.11,1.99,2.04,09:32:00,1.171126,6.24,1.67,10:50:00,0.13756,19.02,18.84,1.76,1.79,16:00:00,0.069665,23.1,1.6,19:56:00,0.00046,23.39,0.37
2022-02-16,HOOK,Healthcare,United States,131,21.31,63.42,8.33,1.32,2.11,09:10:00,0.392246,10.41,-6.16,09:12:00,12.23,2.02,2.15,10:01:00,1.748446,47.44,1.87,09:40:00,1.319509,23.81,55.18,2.15,10:01:00,1.748446,47.44,1.87,09:40:00,1.319509,23.81,93.92,2.14,12:14:00,0.773769,111.47,1.92,13:27:00,0.397035,130.28,29.05,2.38,14:15:00,1.868855,146.02,1.99,15:48:00,0.693409,175.47,44.5,2.38,14:15:00,1.868855,146.02,1.87,09:40:00,1.319509,23.81,167.04,2.08,2.13,16:01:00,0.08581,179.26,2.02,19:40:00,0.005051,181.05,2.62
2022-02-17,MRIN,Technology,United States,156,15.11,23.48,9.03,3.27,4.2,04:01:00,0.037459,0.04,-8.1,06:06:00,5.51,3.91,4.24,09:45:00,1.110228,18.86,3.83,09:31:00,0.989271,6.5,31.71,4.27,11:48:00,1.471766,52.85,3.83,09:31:00,0.989271,6.5,49.8,4.1,12:03:00,0.112936,55.47,3.65,13:46:00,0.140377,67.42,13.28,3.83,14:41:00,0.035625,70.23,3.67,14:00:00,0.059375,68.44,4.1,4.27,11:48:00,1.471766,52.85,3.65,13:46:00,0.140377,67.42,67.03,3.75,3.79,16:15:00,0.00727,72.53,3.61,19:57:00,0.00164,72.72,0.37
2022-02-17,MDJH,Real Estate,China,174,1.46,0.2,5.13,2.74,4.0,04:06:00,0.048766,0.09,-28.25,07:36:00,0.98,3.05,3.34,09:33:00,0.270517,1.48,2.78,10:29:00,0.073495,4.11,3.18,3.34,09:33:00,0.270517,1.48,2.64,11:43:00,0.030037,4.46,3.52,2.7,12:01:00,0.000315,4.5,2.55,12:34:00,0.008712,4.54,0.18,2.89,15:55:00,0.021615,4.9,2.66,14:00:00,0.0025,4.67,0.27,3.34,09:33:00,0.270517,1.48,2.55,12:34:00,0.008712,4.54,3.96,2.76,2.84,19:05:00,0.000861,4.94,2.66,16:21:00,0.0002,4.94,0.01
2022-02-18,CELZ,Healthcare,United States,nan,2.16,15.05,13.11,1.6,2.04,09:27:00,0.069579,2.02,-3.92,09:30:00,2.22,1.99,2.33,09:33:00,1.453513,5.46,1.79,10:23:00,0.214784,21.16,19.53,2.33,09:33:00,1.453513,5.46,1.7,10:45:00,0.189632,23.37,23.66,1.84,13:12:00,0.023036,26.52,1.7,13:58:00,0.173881,26.92,1.19,1.84,15:43:00,0.045765,28.13,1.69,14:13:00,0.059755,27.23,1.6,2.33,09:33:00,1.453513,5.46,1.69,14:13:00,0.059755,27.23,26.42,1.83,1.83,16:00:00,0.141561,28.57,1.75,19:50:00,0.000613,28.63,0.21
2022-02-24,INDO,Energy,Indonesia,28,1.82,0,4.97,7.53,19.63,06:48:00,0.068595,1.51,-35.3,07:06:00,8.17,14.1,14.47,10:16:00,0.4275,19.13,11.26,09:52:00,0.124339,14.1,15.2,14.47,10:16:00,0.4275,19.13,11.26,09:52:00,0.124339,14.1,25.17,12.84,12:28:00,0.173721,34.94,10.0,13:41:00,0.167852,39.22,7.62,11.47,16:00:00,0.154531,46.45,9.38,14:24:00,0.097235,42.07,5.84,14.47,10:16:00,0.4275,19.13,9.38,14:24:00,0.097235,42.07,38.34,11.42,12.3,20:00:00,0.002754,46.88,10.85,16:04:00,0.016243,46.5,0.59
2022-02-24,IMPP,Energy,Greece,74,26.09,4.96,2.77,1.1385,1.92,06:53:00,0.14922,7.87,-22.4,07:33:00,20.12,1.68,1.75,09:31:00,1.95435,22.08,1.37,09:47:00,1.920835,34.96,34.77,1.75,09:31:00,1.95435,22.08,1.37,09:47:00,1.920835,34.96,52.28,1.57,13:46:00,0.577254,79.98,1.4,12:11:00,0.493886,73.41,10.06,1.58,15:56:00,0.424143,98.6,1.26,14:27:00,0.59793,88.59,17.36,1.75,09:31:00,1.95435,22.08,1.26,14:27:00,0.59793,88.59,79.54,1.54,1.9,18:39:00,0.0835,102.23,1.52,16:00:00,0.311779,99.49,4.64
2022-02-25,CYRN,Technology,Israel,200,3.15,37.56,9.06,4.74,8.55,04:33:00,0.048599,1.12,-39.77,08:02:00,4.95,5.44,6.94,09:43:00,1.497292,14.46,5.36,09:30:00,0.02934,4.95,26.35,6.94,09:43:00,1.497292,14.46,5.32,11:38:00,0.108239,39.13,35.21,5.73,13:59:00,0.213952,43.62,5.02,13:16:00,0.03275,42.35,3.7,6.19,14:28:00,0.246099,46.45,5.4,15:07:00,0.073963,48.65,8.36,6.94,09:43:00,1.497292,14.46,5.02,13:16:00,0.03275,42.35,47.06,5.94,6.5,16:04:00,0.097838,52.21,5.53,19:23:00,0.00182,52.99,1.21
2022-02-25,CISO,Technology,United States,61,34.95,0.41,1.59,3.3696,5.32,06:01:00,0.041676,0.12,-35.9,07:39:00,1.15,3.89,4.47,09:43:00,0.269306,2.35,3.44,10:17:00,0.027325,3.99,3.04,4.47,09:43:00,0.269306,2.35,3.44,10:17:00,0.027325,3.99,3.46,3.95,13:35:00,0.053039,4.91,3.53,12:05:00,0.004127,4.61,0.42,3.9,14:04:00,0.00709,5.03,3.62,15:13:00,0.002797,5.19,0.37,4.47,09:43:00,0.269306,2.35,3.44,10:17:00,0.027325,3.99,4.23,3.8,3.84,17:42:00,0.0001,5.38,3.7,16:07:00,0.0001,5.37,0.06
2022-02-25,UUU,Industrials,United States,13,1.86,25.48,2.24,2.92,4.25,07:59:00,0.103172,0.85,-29.41,08:30:00,4.85,4.02,4.39,09:33:00,1.083151,7.4,3.44,10:30:00,0.248959,15.1,10.32,4.39,09:33:00,1.083151,7.4,3.38,10:36:00,0.135333,15.41,12.08,3.65,13:44:00,0.025474,18.1,3.34,12:59:00,0.048644,17.63,1.45,4.08,15:49:00,0.053223,19.31,3.47,14:46:00,0.022048,18.62,1.5,4.39,09:33:00,1.083151,7.4,3.34,12:59:00,0.048644,17.63,15.01,3.89,3.95,16:00:00,0.076826,19.8,3.71,16:47:00,0.008395,19.86,0.2
2022-02-28,MULN,Consumer Cyclical,United States,44,26.66,0.57,12.56,0.675,1.19,06:15:00,0.177812,9.09,-21.01,07:15:00,39.08,1.0,1.13,09:36:00,3.995513,59.33,0.95,09:44:00,2.113917,80.47,85.37,1.34,11:41:00,1.224125,218.31,0.95,09:44:00,2.113917,80.47,194.19,1.88,14:00:00,6.322236,422.35,1.29,12:00:00,0.531127,233.18,189.7,1.95,14:25:00,3.056337,471.65,1.55,15:58:00,5.126565,600.4,189.74,1.95,14:25:00,3.056337,471.65,0.95,09:44:00,2.113917,80.47,566.78,1.69,1.76,17:04:00,0.458595,620.9,1.52,16:26:00,0.460201,613.49,28.1
2022-02-28,NRSN,Healthcare,Israel,3,4.34,1.42,4.46,1.51,2.65,06:32:00,0.030231,0.08,-33.96,09:28:00,1.0,1.76,2.25,09:46:00,0.499524,3.39,1.76,09:31:00,0.070356,1.07,6.88,2.25,09:46:00,0.499524,3.39,1.76,09:31:00,0.070356,1.07,11.18,2.12,12:00:00,0.019744,12.17,1.86,12:21:00,0.075259,13.01,1.67,2.64,16:00:00,0.366214,19.0,1.88,14:00:00,0.001493,13.82,5.19,2.64,16:00:00,0.366214,19.0,1.76,09:31:00,0.070356,1.07,18.01,2.59,2.68,16:12:00,0.030572,19.14,2.4,16:08:00,0.013755,19.08,0.74
2022-02-28,IMPP,Energy,Greece,74,26.09,4.96,2.77,2.1,2.59,04:23:00,0.08353,1.41,-13.13,09:23:00,7.35,2.34,2.82,10:28:00,1.20389,44.88,2.15,09:41:00,0.94119,14.81,38.49,2.82,10:28:00,1.20389,44.88,2.15,09:41:00,0.94119,14.81,67.14,2.7,12:01:00,0.742457,75.22,2.35,12:45:00,0.15053,85.61,19.82,2.49,15:04:00,0.078793,101.36,2.25,14:02:00,0.724566,94.28,12.58,2.82,10:28:00,1.20389,44.88,2.15,09:41:00,0.94119,14.81,98.66,2.38,2.44,19:55:00,0.029768,106.95,2.27,16:03:00,0.058083,106.09,1.31
2022-02-28,INDO,Energy,Indonesia,28,1.82,0,4.97,12.0,16.15,04:34:00,0.023504,0.36,-17.96,07:05:00,2.83,14.41,15.15,10:06:00,0.675841,7.28,13.35,09:40:00,0.079745,4.27,6.31,15.15,10:06:00,0.675841,7.28,13.03,11:46:00,0.048094,11.24,8.61,13.35,12:00:00,0.040383,11.42,12.56,12:20:00,0.038436,11.8,1.26,13.46,15:01:00,0.016865,13.24,12.81,15:59:00,0.029976,13.57,1.05,15.15,10:06:00,0.675841,7.28,12.56,12:20:00,0.038436,11.8,10.83,13.12,13.4,16:00:00,0.071377,13.64,12.7,17:28:00,0.003985,13.67,0.14
2022-03-01,AREB,Consumer Cyclical,United States,nan,0.82,0,3.26,1.33,2.17,05:29:00,0.063748,1.44,-26.73,09:23:00,5.42,1.64,1.78,09:53:00,0.332944,9.18,1.5,10:20:00,0.245893,12.14,7.26,1.78,09:53:00,0.332944,9.18,1.42,11:03:00,0.073087,13.63,9.14,1.53,12:17:00,0.005998,14.66,1.45,13:28:00,0.123783,15.27,1.03,1.64,15:35:00,0.067594,16.61,1.5,14:00:00,0.0055,15.57,1.66,1.78,09:53:00,0.332944,9.18,1.42,11:03:00,0.073087,13.63,11.81,1.59,1.6,16:00:00,0.047262,17.22,1.43,16:29:00,0.033777,17.3,0.31
2022-03-01,MULN,Consumer Cyclical,United States,44,26.66,0.57,12.56,1.69,2.14,04:28:00,0.424321,4.51,-24.77,09:25:00,49.4,1.7,1.76,09:31:00,5.900194,55.3,1.2,10:15:00,2.847541,155.62,123.01,1.76,09:31:00,5.900194,55.3,1.03,11:56:00,2.373168,267.76,221.95,1.11,12:29:00,1.596609,300.76,0.86,13:25:00,1.45605,372.81,137.82,1.11,14:17:00,2.262218,433.59,0.92,15:22:00,1.474759,476.73,88.52,1.76,09:31:00,5.900194,55.3,0.86,13:25:00,1.45605,372.81,446.05,1.02,1.08,19:56:00,0.200636,503.62,0.98,16:05:00,0.072823,495.44,10.02
2022-03-01,NRSN,Healthcare,Israel,3,4.34,1.42,4.46,2.59,4.45,04:05:00,0.090615,0.21,-46.74,07:14:00,1.99,2.61,2.87,09:32:00,0.478318,2.59,2.12,09:58:00,0.042059,4.11,2.52,2.87,09:32:00,0.478318,2.59,2.11,11:04:00,0.051161,4.74,2.96,2.21,12:26:00,0.008424,4.99,2.03,13:27:00,0.020325,5.16,0.27,2.2,15:59:00,0.027953,5.47,2.01,14:08:00,0.0165,5.27,0.26,2.87,09:32:00,0.478318,2.59,2.01,14:08:00,0.0165,5.27,3.49,2.15,2.29,18:48:00,0.000696,5.49,2.02,16:40:00,0.001,5.48,0.03
2022-03-01,KAVL,Consumer Defensive,United States,9,13.92,0.91,4.61,2.92,3.01,06:05:00,0.01151,0.07,-4.32,07:17:00,0.27,2.93,3.53,10:11:00,0.591111,15.19,2.9,09:30:00,0.004891,0.27,18.03,3.53,10:11:00,0.591111,15.19,2.81,11:51:00,0.103524,22.14,22.13,3.09,12:54:00,0.027316,23.46,2.84,13:58:00,0.011418,23.96,1.59,3.08,15:12:00,0.000395,24.53,2.84,14:00:00,0.009257,23.98,1.07,3.53,10:11:00,0.591111,15.19,2.81,11:51:00,0.103524,22.14,24.78,2.87,2.97,16:01:00,0.00397,25.05,2.74,16:41:00,0.006802,25.13,0.2
2022-03-01,CTIC,Healthcare,United States,22,70.63,50.55,12.76,1.8905,3.35,07:49:00,0.461127,7.47,-22.09,08:07:00,19.62,2.83,2.95,10:06:00,1.615755,43.39,2.62,09:56:00,0.495444,38.79,32.56,2.95,10:06:00,1.615755,43.39,2.62,09:56:00,0.495444,38.79,44.16,3.11,13:10:00,0.838755,83.73,2.83,13:30:00,0.200496,87.47,26.22,3.17,15:35:00,0.5598,101.6,2.9,14:02:00,0.07121,89.92,17.2,3.17,15:35:00,0.5598,101.6,2.62,09:56:00,0.495444,38.79,87.46,3.1,3.14,16:01:00,0.043184,107.06,2.89,16:27:00,0.023371,107.59,1.43
